,SIMPLE_Decision,SELECTION_Decision,COT_Decision
756d0117-b80c-44d6-a896-38f2901e3541,EXCLUDE,EXCLUDE,EXCLUDE
757fe555-af4b-4d31-bd13-85187e80fecc,EXCLUDE,EXCLUDE,EXCLUDE
75847ee6-7b6c-4f90-9908-186fec6324c6,EXCLUDE,EXCLUDE,EXCLUDE
758783f5-8f11-416f-9822-753c03e302af,INCLUDE,INCLUDE,EXCLUDE
75888e49-3b82-465b-8e0c-441332f0a777,EXCLUDE,EXCLUDE,EXCLUDE
75c2934d-c9c9-469c-911c-557252f5f228,EXCLUDE,EXCLUDE,EXCLUDE
75c72b9e-1007-47f5-a5e5-4eac8fb67115,INCLUDE,INCLUDE,EXCLUDE
75cc221e-73d9-4f7b-8cf1-1f809f00b4f3,INCLUDE,EXCLUDE,INCLUDE
75ce7ebe-034f-42ae-970f-5d474150cfb9,EXCLUDE,EXCLUDE,EXCLUDE
75d2f622-f661-4879-be2c-36deb1bc117c,EXCLUDE,EXCLUDE,EXCLUDE
75df7b20-5752-45b9-b9c7-aac5b55f0b2a,INCLUDE,EXCLUDE,EXCLUDE
75f40355-2104-49d7-93b3-690dc171caf0,EXCLUDE,EXCLUDE,EXCLUDE
76102529-4111-481f-b479-61541f66e793,INCLUDE,INCLUDE,INCLUDE
7610327a-3c47-45d4-97a3-1ede45df90ed,INCLUDE,INCLUDE,INCLUDE
7610d974-34b5-4750-bdf0-224c245451e3,EXCLUDE,EXCLUDE,EXCLUDE
76163d56-b7e9-4304-bf10-92d6fc2c5636,EXCLUDE,EXCLUDE,EXCLUDE
7618bb3a-6891-4ea8-8a5f-40270edb881b,EXCLUDE,EXCLUDE,EXCLUDE
7621e644-8b91-4082-8a10-5c68acfece45,EXCLUDE,INCLUDE,EXCLUDE
762b9493-0e1a-4bf0-9a4d-5713856fda3c,EXCLUDE,EXCLUDE,EXCLUDE
76388474-232d-4f25-816b-6c178836abd6,INCLUDE,INCLUDE,INCLUDE
76444f32-8ef2-4baf-86ff-c8c153c6dd69,EXCLUDE,EXCLUDE,EXCLUDE
76595617-7e0a-465a-9312-683e585c6857,INCLUDE,EXCLUDE,INCLUDE
76653cdc-d265-40d5-8e5a-5084b5297b8b,INCLUDE,EXCLUDE,EXCLUDE
7665c1c3-3990-4db4-b804-d8dceca0a8d0,EXCLUDE,EXCLUDE,EXCLUDE
7666432a-3de0-46eb-94b2-839b35ee5332,EXCLUDE,EXCLUDE,EXCLUDE
76748a4a-f5f5-4f65-a18d-4fc4e8eb6772,EXCLUDE,EXCLUDE,EXCLUDE
768761f6-15bb-432c-88e0-1e19f274924a,INCLUDE,EXCLUDE,INCLUDE
7699bc66-223a-4f5a-a2c1-82bacbaa0049,EXCLUDE,EXCLUDE,EXCLUDE
769e156e-2f43-4662-8d8e-b572199a57e5,INCLUDE,EXCLUDE,INCLUDE
76b392ef-7104-42d9-906b-37e5abc66003,INCLUDE,INCLUDE,INCLUDE
76b5194c-aaa5-43bb-8852-f63f716010c4,INCLUDE,INCLUDE,INCLUDE
76c69db6-9a29-4b3c-81de-83abb076bba9,EXCLUDE,EXCLUDE,EXCLUDE
76d6d293-2ed4-472e-8334-69c608f2729d,INCLUDE,INCLUDE,INCLUDE
76f03ca0-e5a7-48fc-9c6c-b3c1620df760,EXCLUDE,EXCLUDE,EXCLUDE
76fb3069-c7b3-490e-bf20-7bcca7c4dd45,EXCLUDE,EXCLUDE,EXCLUDE
770fa944-bece-40ba-999b-ac08c029266c,EXCLUDE,EXCLUDE,EXCLUDE
7721826b-1e36-4652-a74c-994ccc9ca156,EXCLUDE,EXCLUDE,EXCLUDE
7721d338-a5a6-4247-a773-651c7d7e7dc8,INCLUDE,INCLUDE,EXCLUDE
7722dff9-c1e9-45bb-83d4-507a0930c338,EXCLUDE,EXCLUDE,EXCLUDE
7723331e-1c3f-4ea7-b5f2-a3da72c6304a,EXCLUDE,EXCLUDE,EXCLUDE
772e37c3-603d-489d-b509-f0a0ede5ffbc,EXCLUDE,EXCLUDE,EXCLUDE
7735124e-4d93-4a85-8261-b0a298ef21da,EXCLUDE,EXCLUDE,EXCLUDE
774cf7c0-1b0a-4ab2-ae3e-67e7c5f340d0,INCLUDE,EXCLUDE,EXCLUDE
774e1002-dc3b-42e7-b36b-b0a52bfcc0bd,EXCLUDE,EXCLUDE,EXCLUDE
7752dea2-b4a5-4ccf-aaac-02459cce17ca,EXCLUDE,EXCLUDE,EXCLUDE
775e0ccd-616a-45be-823d-b30bc367f941,EXCLUDE,EXCLUDE,EXCLUDE
778cea1b-9621-4cbe-8103-fbe0d4fec8ea,EXCLUDE,EXCLUDE,EXCLUDE
7793c460-3521-447b-a293-33271921cbf5,INCLUDE,INCLUDE,INCLUDE
77be5651-f44c-40a8-9eb8-89a8e3d265a0,EXCLUDE,EXCLUDE,EXCLUDE
77c49ee7-6d2b-48cb-8b44-2633775f9a9c,INCLUDE,EXCLUDE,INCLUDE
77c4d4be-0f45-47f1-b459-900165323b5c,EXCLUDE,EXCLUDE,EXCLUDE
77ce85ee-b5c2-43b9-aee6-0890a15bd253,EXCLUDE,EXCLUDE,EXCLUDE
77d87f5c-ba54-4ccc-a54a-9f266ef6e783,INCLUDE,INCLUDE,INCLUDE
780b8565-3283-4d09-8e3b-ec7b84718f0c,EXCLUDE,EXCLUDE,EXCLUDE
7816a9a3-63cb-49f6-9355-40fc3d188219,INCLUDE,INCLUDE,INCLUDE
7821a592-43d6-464b-ab79-ec7ca8c69d61,EXCLUDE,EXCLUDE,EXCLUDE
7822a7d4-5088-4d9f-8f29-4b6040f25332,EXCLUDE,EXCLUDE,EXCLUDE
7824ca69-2cba-48d5-a16e-f18dfb83f9aa,EXCLUDE,EXCLUDE,EXCLUDE
783ca90a-5d87-4ab5-8afd-6bfb23bf625f,INCLUDE,INCLUDE,INCLUDE
783ee58d-57e9-4143-ab57-6b719f5fc2dc,INCLUDE,INCLUDE,INCLUDE
78543ff7-1ba9-4e42-8d1b-5c7b7ff04291,EXCLUDE,EXCLUDE,EXCLUDE
78598d6e-0e81-40c9-9f4f-f4d2ddf19f71,INCLUDE,INCLUDE,INCLUDE
78602c87-797f-4352-86e9-7b7abd3811ca,INCLUDE,INCLUDE,INCLUDE
7887483d-9c1c-4a2c-8a81-f530b9ce6cb5,EXCLUDE,EXCLUDE,EXCLUDE
788d84e9-d139-410e-b8a2-76e4bfd7db7f,EXCLUDE,EXCLUDE,EXCLUDE
78a3efa0-0caa-44a9-86e1-8f69b1e5c137,EXCLUDE,EXCLUDE,EXCLUDE
78b46a91-afc2-42c6-aa83-f98080638215,EXCLUDE,EXCLUDE,EXCLUDE
78bc8091-c8fe-486d-8700-1cd474730e65,INCLUDE,EXCLUDE,INCLUDE
78f6e9fb-a37e-41bc-9593-87c72870410c,INCLUDE,INCLUDE,INCLUDE
78f885f4-2b9d-4bc0-92b6-79d30b6a5195,INCLUDE,INCLUDE,INCLUDE
78faca28-8258-4db4-a4bd-6d55aa6eda3d,EXCLUDE,EXCLUDE,EXCLUDE
794bd963-9ad7-4187-8e5b-0e2ce3d273e2,EXCLUDE,EXCLUDE,EXCLUDE
795b0856-5a22-4769-a140-817af330c2c2,EXCLUDE,EXCLUDE,EXCLUDE
7985d1be-ad80-44d9-b14d-8509cc7f485c,EXCLUDE,EXCLUDE,EXCLUDE
798781e9-3c79-427d-a78e-d02917a48c1c,INCLUDE,EXCLUDE,EXCLUDE
799a55f6-9a88-4e0a-b3e2-0d734bddae60,EXCLUDE,EXCLUDE,EXCLUDE
79acf992-d91f-4927-8066-653888e2e0fe,INCLUDE,EXCLUDE,EXCLUDE
79b2cd4c-f64f-42ea-b161-ebef98d9bec0,INCLUDE,INCLUDE,INCLUDE
79b96c4f-4a15-4afc-ae0b-3f56bc725da1,INCLUDE,EXCLUDE,EXCLUDE
79c95e6c-1fcc-44c1-8c81-81c625edca51,INCLUDE,INCLUDE,INCLUDE
79e33019-9fdd-4509-a907-739a3d50f39c,INCLUDE,EXCLUDE,EXCLUDE
79e79804-9d23-41e9-b2b3-b7d61486f7a8,INCLUDE,EXCLUDE,INCLUDE
79eefb84-72d0-451f-bac9-73d6ca0f445e,INCLUDE,EXCLUDE,EXCLUDE
7a049242-c14e-46b4-95d0-01b7018146b8,EXCLUDE,EXCLUDE,EXCLUDE
7a058d45-45d8-429e-a394-be3493bb511c,EXCLUDE,EXCLUDE,EXCLUDE
7a05d00b-d653-4021-9019-8412e135d452,INCLUDE,INCLUDE,INCLUDE
7a104643-85f9-4e5a-8817-fc4cf632ae7e,INCLUDE,INCLUDE,INCLUDE
7a1c1585-c61d-483e-98e4-8cf126dcefcb,INCLUDE,EXCLUDE,EXCLUDE
7a23c20b-09f8-4943-bd64-910004cbe91c,EXCLUDE,EXCLUDE,EXCLUDE
7a28bf00-bdf3-4c8d-bb47-e0ec82e3b598,EXCLUDE,EXCLUDE,EXCLUDE
7a3aa66d-6277-4e25-9697-0a8974fc6736,EXCLUDE,EXCLUDE,EXCLUDE
7a638f11-aed3-423b-b8e8-05df8a2a1743,EXCLUDE,EXCLUDE,EXCLUDE
7a6d1aa6-abdd-45af-94c7-8b2c83bcf178,INCLUDE,EXCLUDE,EXCLUDE
7a6d56ac-8a04-4759-b394-6f4dc40221a6,INCLUDE,INCLUDE,INCLUDE
7a6f922d-6ff7-4402-bae3-e03cfaf2b282,EXCLUDE,EXCLUDE,EXCLUDE
7a8dddda-e4d5-4ca3-b6f9-66a42e6546e9,INCLUDE,INCLUDE,INCLUDE
7a92ad08-5b86-4d80-8e13-8fcc8030c255,INCLUDE,INCLUDE,INCLUDE
7aa2572d-6c03-4c1e-b4d1-932714ec588b,INCLUDE,INCLUDE,INCLUDE
7aad9ae5-4a03-4110-90e9-fd3409af6d47,INCLUDE,INCLUDE,INCLUDE
7ab384dc-8b87-4137-8978-7ad0e0d2bb07,INCLUDE,INCLUDE,INCLUDE
7ab747f1-b2d4-4820-a97e-e88299f93426,INCLUDE,INCLUDE,INCLUDE
7ac0c270-3de5-47f2-a3c7-f76106b2d905,INCLUDE,INCLUDE,INCLUDE
7ad1d761-131e-4d9d-9a36-df85c5147da2,EXCLUDE,EXCLUDE,EXCLUDE
7ad9f289-8d23-4dbd-9a6d-fea3746e85d3,INCLUDE,INCLUDE,INCLUDE
7b0ea088-da39-467e-abb0-d91aef09c6d6,EXCLUDE,EXCLUDE,EXCLUDE
7b2dbe0b-bd4a-4aac-b90a-7c45608cd715,EXCLUDE,EXCLUDE,EXCLUDE
7b3bb921-b9fb-4ab2-87f8-4352f0328dda,INCLUDE,EXCLUDE,EXCLUDE
7b42f181-51ba-47e6-9cba-bb0bab852f39,EXCLUDE,EXCLUDE,EXCLUDE
7b501eee-47fc-4047-befe-d6c3a380565e,EXCLUDE,EXCLUDE,EXCLUDE
7b69870e-6680-4a87-bfb9-daf9746f4336,EXCLUDE,EXCLUDE,EXCLUDE
7b6a1268-8d5d-47de-814d-79f976683933,INCLUDE,EXCLUDE,EXCLUDE
7b6d8b99-1e3c-4970-9b87-00f0c69e4b2e,EXCLUDE,EXCLUDE,EXCLUDE
7b71ff8a-0422-416b-8621-9237e3709025,EXCLUDE,EXCLUDE,EXCLUDE
7b769077-8a3d-45a7-8038-88e54891bb15,EXCLUDE,EXCLUDE,EXCLUDE
7b844fdb-8100-4a66-b4c4-c4003044e49c,INCLUDE,EXCLUDE,EXCLUDE
7b9f7631-da66-469f-b8ec-6a1803140b15,INCLUDE,EXCLUDE,EXCLUDE
7bc2f9d8-cd7f-4c64-a975-ac6d87a2ecc6,EXCLUDE,EXCLUDE,EXCLUDE
7bc2fc43-87f5-4ad9-84f8-1c4205136877,EXCLUDE,EXCLUDE,EXCLUDE
7bc896f2-e65a-40af-9639-0b4011fb10a3,EXCLUDE,EXCLUDE,EXCLUDE
7bc904ba-471a-42bd-96bf-de19ad408f8e,INCLUDE,EXCLUDE,INCLUDE
7bebd2b6-16cc-497e-a80e-5ff0a36f1d52,EXCLUDE,EXCLUDE,EXCLUDE
7bf68351-9ce5-44e2-b4ac-67033e433e2f,INCLUDE,EXCLUDE,EXCLUDE
7c076319-bcbd-4402-913b-bf661542603c,EXCLUDE,EXCLUDE,EXCLUDE
7c1eff83-a1d1-4273-bb05-9d3d96ff43d7,INCLUDE,INCLUDE,INCLUDE
7c3820fb-ddbe-42aa-9203-43229752d15c,INCLUDE,EXCLUDE,EXCLUDE
7c3ef35e-0407-4189-8389-4cb1689cd200,INCLUDE,EXCLUDE,INCLUDE
7c476038-a0cd-41d6-93fb-7a14a8a3bdae,INCLUDE,EXCLUDE,EXCLUDE
7c619fed-c89d-4205-8837-104c83f41d24,EXCLUDE,EXCLUDE,EXCLUDE
7c728829-29ca-4fb3-8bb3-f495cf7877a2,EXCLUDE,EXCLUDE,EXCLUDE
7c7f6036-75e7-42af-a431-283ebe16e246,INCLUDE,INCLUDE,INCLUDE
7c83dcdb-2a42-454b-9eb4-84a02d4def3d,EXCLUDE,EXCLUDE,EXCLUDE
7c83f2ef-a2a7-4335-bc10-7e2f9ec2daaf,INCLUDE,INCLUDE,INCLUDE
7c95f65c-afea-4198-b45a-6db52dbd6596,EXCLUDE,EXCLUDE,EXCLUDE
7cd7e29a-badb-47f1-b0dc-de3c36895c1a,EXCLUDE,EXCLUDE,EXCLUDE
7cf3b1dd-2ce0-4be5-b6e8-2c0cb8f3e1e7,EXCLUDE,EXCLUDE,EXCLUDE
7d01eaa7-4c4f-42b5-b095-73b6a98db435,EXCLUDE,EXCLUDE,EXCLUDE
7d034c33-84ac-4be7-a1d0-1a6dd9a6d87b,INCLUDE,EXCLUDE,EXCLUDE
7d05ec2a-ad11-48b9-92da-3db435c06231,INCLUDE,EXCLUDE,INCLUDE
7d1c7596-f093-4266-a182-166e1326b6cf,EXCLUDE,EXCLUDE,EXCLUDE
7d1f3e5b-f5d4-45e7-ad27-d24867e3cdfb,EXCLUDE,EXCLUDE,EXCLUDE
7d367224-c5d5-420b-8b87-7ef91e7a412d,EXCLUDE,EXCLUDE,EXCLUDE
7d4ac432-0fc8-46e1-bdce-ed682b2c4d3e,INCLUDE,INCLUDE,INCLUDE
7d5d3e1b-0d97-4b3d-a0b0-0cbfb6b03fe7,INCLUDE,EXCLUDE,EXCLUDE
7d5e18e2-4b20-4083-bcf8-a24b9ed9069d,INCLUDE,INCLUDE,INCLUDE
7d68763a-55d0-439d-8173-bc5fa7a66824,INCLUDE,EXCLUDE,EXCLUDE
7d70a141-52d0-4804-bc2c-4c2c10894c55,INCLUDE,INCLUDE,INCLUDE
7d71fa6c-67a3-4148-b1bc-238de5db9bb9,INCLUDE,EXCLUDE,EXCLUDE
7d7ad7c8-e972-4932-a3c9-adf6ace65686,INCLUDE,EXCLUDE,EXCLUDE
7d96748b-0056-4041-8df4-af934e61e9f9,EXCLUDE,EXCLUDE,EXCLUDE
7d9bbe65-9d5c-469f-9dd5-3d386b1a901b,EXCLUDE,EXCLUDE,EXCLUDE
7d9dea54-838f-4f49-b88b-e809371d8978,INCLUDE,INCLUDE,INCLUDE
7dad5379-bbb0-4cc8-a6aa-e0b71fc2e6b9,INCLUDE,EXCLUDE,INCLUDE
7dbc7316-a07e-44d4-b834-06bb812590e9,EXCLUDE,EXCLUDE,EXCLUDE
7dc34c9f-ec0f-4c8b-892e-c617faca84d1,INCLUDE,EXCLUDE,EXCLUDE
7dd68bf7-e974-4c9d-8409-e5c021ee80bd,EXCLUDE,EXCLUDE,EXCLUDE
7de2dbf9-a501-4b56-abb3-a8aa0626bae4,EXCLUDE,EXCLUDE,INCLUDE
7dee81a2-5e75-4148-8495-89eb93925765,INCLUDE,INCLUDE,INCLUDE
7df8467c-f9dd-4d51-b774-0914cd74cae2,EXCLUDE,EXCLUDE,EXCLUDE
7df92f85-5768-4ed9-95f2-7848766d991e,INCLUDE,EXCLUDE,EXCLUDE
7e1fb57c-7076-4553-a8a1-7a955ec7281c,EXCLUDE,EXCLUDE,EXCLUDE
7e204e62-4b29-4187-92d8-23d5a5236f17,EXCLUDE,EXCLUDE,EXCLUDE
7e307787-8c6d-4142-a6c1-517ef2725dc9,EXCLUDE,EXCLUDE,EXCLUDE
7e3624b5-6d18-4352-8d78-c3d4d4f2fcb7,EXCLUDE,EXCLUDE,EXCLUDE
7e39851c-0136-4190-ade8-b0124bbb251d,EXCLUDE,EXCLUDE,EXCLUDE
7e5449f3-cb3b-4178-910e-a5821eefeaee,INCLUDE,EXCLUDE,INCLUDE
7e58eb6c-f756-4642-b6d9-033e12a83d3d,EXCLUDE,EXCLUDE,EXCLUDE
7e6ca5a0-6bf2-485b-8043-48b8202eb764,INCLUDE,INCLUDE,INCLUDE
7e6f0b4a-cb8c-4cd5-b1d2-31f1241ed5ab,EXCLUDE,EXCLUDE,EXCLUDE
7e941f8c-86d7-46a7-89a7-f9b9b67d6b4a,INCLUDE,INCLUDE,INCLUDE
7e98b27f-f3ff-41e6-89a2-3099a01d9e4c,EXCLUDE,EXCLUDE,EXCLUDE
7eae13c0-2c14-480a-afa5-1ed0a994ece2,EXCLUDE,EXCLUDE,EXCLUDE
7eb7eea3-2c00-4f80-b25d-fcda0ca91d69,INCLUDE,INCLUDE,INCLUDE
7ec7a247-6c53-4355-9617-a8cffe57a805,INCLUDE,EXCLUDE,EXCLUDE
7ee652df-4322-411b-abac-df52bb41fb8f,INCLUDE,INCLUDE,INCLUDE
7eeb2f83-dab8-43fe-8a3f-7fecbf986201,INCLUDE,EXCLUDE,EXCLUDE
7ef1e932-d08a-451e-9b34-76dfadd99f08,INCLUDE,EXCLUDE,EXCLUDE
7ef8f3c5-7edf-4840-9ea4-e484646d89ae,INCLUDE,EXCLUDE,EXCLUDE
7f07ff8d-b1d6-40bc-9307-73893b6fc909,EXCLUDE,EXCLUDE,EXCLUDE
7f233cf8-4880-4e3c-bd65-d2c8dbdedf39,EXCLUDE,EXCLUDE,EXCLUDE
7f268f7e-8b10-466a-a075-16b9c319bc20,INCLUDE,INCLUDE,INCLUDE
7f5fe8cb-7f11-4cbb-88ec-2301905f8940,EXCLUDE,EXCLUDE,EXCLUDE
7f788639-e410-464d-871f-ab598fd13ee2,INCLUDE,EXCLUDE,EXCLUDE
7f7d2b53-6244-4b1d-946c-d65b512dc4f4,EXCLUDE,EXCLUDE,EXCLUDE
7f85e74d-e5d8-4147-b69c-5dafc0b9c57d,INCLUDE,EXCLUDE,INCLUDE
7f9dc299-3ad9-4bd8-9dc3-2f62c6d33c89,EXCLUDE,EXCLUDE,EXCLUDE
7faaffdb-0430-43e3-ace0-ececa184b072,INCLUDE,EXCLUDE,EXCLUDE
7ff719b9-84de-4cbf-88c5-8533c54f212b,EXCLUDE,EXCLUDE,EXCLUDE
8018730a-41d4-48ed-b173-e2a710974277,INCLUDE,INCLUDE,INCLUDE
80251a43-cee9-4ed2-b7f1-938c5ee1b386,INCLUDE,INCLUDE,INCLUDE
802717bd-ead5-4e22-b7a9-59415fda9003,INCLUDE,INCLUDE,INCLUDE
806c9a3f-bb75-483c-850e-77bd927605b6,EXCLUDE,EXCLUDE,EXCLUDE
80787b5f-c132-4371-8151-3d0723fa6ef8,EXCLUDE,EXCLUDE,EXCLUDE
80832a31-9ef0-4018-8057-56cc104eff1d,INCLUDE,INCLUDE,INCLUDE
808d890e-30fc-4426-b7ee-4217006007ee,INCLUDE,EXCLUDE,EXCLUDE
80913445-0e39-49ba-ad1b-6d07a154d46a,EXCLUDE,EXCLUDE,EXCLUDE
8093abad-eb4a-41bf-b9ac-fabb00108664,EXCLUDE,EXCLUDE,EXCLUDE
809bad68-4038-44ac-9565-ead10adaed87,EXCLUDE,EXCLUDE,EXCLUDE
80a249af-62a7-4c23-b539-6d5f137a1f2d,INCLUDE,INCLUDE,INCLUDE
80aa3115-6dda-46a3-943a-f0f8851be00c,INCLUDE,INCLUDE,INCLUDE
80b060f2-96f1-4c4e-90dd-3345ecaa3a74,EXCLUDE,EXCLUDE,EXCLUDE
80b67040-951a-4d59-95a9-317b8c658120,INCLUDE,INCLUDE,INCLUDE
80e106b8-3b04-4ce7-9635-2d6d3caec0c8,EXCLUDE,EXCLUDE,EXCLUDE
81052ac2-8ff0-42b6-b8db-9c78683a2432,INCLUDE,EXCLUDE,EXCLUDE
810674c6-1246-4e41-b657-48c367557bb4,INCLUDE,EXCLUDE,EXCLUDE
8107b7cd-0d9e-4e0b-902f-1369d84e56ff,INCLUDE,EXCLUDE,INCLUDE
811d8895-a449-450c-9498-d842e93cfc58,EXCLUDE,EXCLUDE,EXCLUDE
812d837d-5253-4c97-99ea-60ebe996a963,INCLUDE,INCLUDE,INCLUDE
81360493-09cd-477f-8e5c-887aa4d85e86,INCLUDE,EXCLUDE,INCLUDE
814a2787-e3df-42ea-b281-04fd2e1d5871,EXCLUDE,EXCLUDE,EXCLUDE
814b8865-d213-4acc-b535-3d4045ffb750,EXCLUDE,EXCLUDE,EXCLUDE
814c041a-4121-494f-ac06-94352bb966e6,EXCLUDE,EXCLUDE,EXCLUDE
815f9d18-4535-4f75-b87a-e591d9e37a4c,INCLUDE,EXCLUDE,EXCLUDE
817020b2-78d6-46a4-9f76-2cb2ab1f3cf8,INCLUDE,INCLUDE,INCLUDE
81784275-62a9-4ab6-8bcf-d9eec5382d65,EXCLUDE,EXCLUDE,EXCLUDE
819000cd-9842-4629-871b-3efd1362df0c,INCLUDE,EXCLUDE,EXCLUDE
81a9d6a8-ef44-46ff-a4b3-8e1a86f44b0c,INCLUDE,INCLUDE,INCLUDE
81aa3b2a-03c7-4acd-b517-f69e5838aace,INCLUDE,INCLUDE,INCLUDE
81b84b85-204a-47f6-9d67-d8769ef9fed5,INCLUDE,INCLUDE,INCLUDE
81c4d882-e1a4-4c26-80eb-2d9ae77cf869,EXCLUDE,EXCLUDE,EXCLUDE
81d54082-8f94-4907-a3f6-e2fc75db1abf,INCLUDE,INCLUDE,INCLUDE
81d57796-f6de-4fa0-bf43-00a05c565a28,INCLUDE,EXCLUDE,EXCLUDE
81d8c7ce-85dd-4152-b1a7-3fab80772832,INCLUDE,INCLUDE,INCLUDE
81fedef3-4a28-4cf6-8e83-1810b8e5d248,INCLUDE,INCLUDE,INCLUDE
820322ab-ef01-4488-a76f-5b4437a05b4c,INCLUDE,INCLUDE,INCLUDE
8205b360-d5b4-4d95-b182-13c6a469e377,INCLUDE,INCLUDE,INCLUDE
820b65e4-de86-4d36-8b9f-28ff471ce1b4,EXCLUDE,EXCLUDE,EXCLUDE
820be173-4d0d-41cd-b34f-66333937a333,EXCLUDE,EXCLUDE,EXCLUDE
8218ec22-6cb8-4aba-93ef-fc9fa4696d15,INCLUDE,EXCLUDE,EXCLUDE
82380ab4-b593-49d1-94b5-a02b9c900923,EXCLUDE,EXCLUDE,EXCLUDE
823b774f-bc2e-4395-815b-03018a77d636,EXCLUDE,EXCLUDE,EXCLUDE
826935e6-4448-45aa-b509-471649e56ece,EXCLUDE,EXCLUDE,EXCLUDE
82805803-48a0-42a3-b2f4-db17cae619b2,INCLUDE,INCLUDE,INCLUDE
82a036a6-f43e-4a0e-bb49-80e2fef45f65,EXCLUDE,EXCLUDE,EXCLUDE
82c216e2-620f-4c48-ad3b-9b8eae8d3509,INCLUDE,INCLUDE,INCLUDE
82c8b830-1e88-4be7-854a-b6d57f442390,EXCLUDE,EXCLUDE,EXCLUDE
82c91796-336b-458d-9e64-7e66567cc66c,INCLUDE,INCLUDE,INCLUDE
82cbf558-d202-4e62-a73a-670a5b0aee66,EXCLUDE,EXCLUDE,EXCLUDE
82d0b6d7-1566-419a-9e5f-f3a0a63f95b9,EXCLUDE,EXCLUDE,EXCLUDE
82d253f7-e5fc-4c81-9a93-88b697d3ea70,EXCLUDE,EXCLUDE,EXCLUDE
83193cb2-9d1f-49e8-b6d6-8c6a8c8368e8,EXCLUDE,EXCLUDE,EXCLUDE
833175f5-4164-4a5a-8959-a042df2a2420,INCLUDE,EXCLUDE,EXCLUDE
8333acb3-bbeb-448d-a9c1-743182a06b5f,EXCLUDE,EXCLUDE,EXCLUDE
83458a42-0981-4cec-aaec-948bc59c016e,INCLUDE,INCLUDE,INCLUDE
835eff17-72f9-4e51-8101-044e1eabb261,EXCLUDE,EXCLUDE,EXCLUDE
8364ff8d-711f-4ba6-bd36-7c0f10ca1e09,INCLUDE,EXCLUDE,EXCLUDE
8367b757-47c0-411d-829b-8de5073d6e31,INCLUDE,INCLUDE,INCLUDE
836e80d3-e94c-4f39-829f-762d1576fe55,EXCLUDE,EXCLUDE,EXCLUDE
837e1f62-26bd-4f71-9981-67db2dacb8ae,INCLUDE,INCLUDE,INCLUDE
838457ce-c8ea-44c4-881d-9a88b0d90c39,EXCLUDE,EXCLUDE,EXCLUDE
838bf2e6-eb86-4f7b-b7a9-f0abe0e949b4,EXCLUDE,EXCLUDE,EXCLUDE
8395ed48-ed48-4bbb-ae88-582969c49233,EXCLUDE,EXCLUDE,EXCLUDE
83d629bd-02d5-4637-b812-bea018bd146c,INCLUDE,INCLUDE,INCLUDE
83d91957-59c7-4205-8767-7f01aebbd9f3,EXCLUDE,EXCLUDE,EXCLUDE
83e1064f-67a7-484b-bd69-d50abf8ed6d2,EXCLUDE,EXCLUDE,EXCLUDE
84028285-521e-4d92-9e54-4aa849a2f18e,EXCLUDE,EXCLUDE,EXCLUDE
8448ffdb-f5ba-49db-8778-91d1c2496ec5,INCLUDE,INCLUDE,INCLUDE
8457c6f0-27b1-45bd-8846-717a10e4061c,INCLUDE,EXCLUDE,EXCLUDE
8469f08f-08c0-41dd-a632-aa184286de2f,EXCLUDE,EXCLUDE,EXCLUDE
8472042e-a4bd-4d53-b7ae-74f8a83014ed,EXCLUDE,EXCLUDE,EXCLUDE
84791dc7-ed36-4dfd-abfb-a980128b1af4,INCLUDE,INCLUDE,INCLUDE
847e7523-cde4-4aec-9390-95155aec1e43,EXCLUDE,EXCLUDE,EXCLUDE
84941773-e038-44f5-a592-947557ae86bd,INCLUDE,INCLUDE,INCLUDE
84af877a-6455-4f07-96c0-8b008bbdb444,INCLUDE,EXCLUDE,EXCLUDE
84b27bcb-68b4-480e-954f-32b66eada129,EXCLUDE,EXCLUDE,EXCLUDE
84c16bdb-a04c-452d-afa3-034594a1661c,INCLUDE,EXCLUDE,EXCLUDE
84c4b8d4-c4d5-4703-93cc-221ae516ce33,EXCLUDE,EXCLUDE,EXCLUDE
84fa5a24-9c1b-4113-ab1e-f601629800cc,EXCLUDE,EXCLUDE,EXCLUDE
8504b2e7-6332-4aad-aa7d-883dbaabea99,EXCLUDE,EXCLUDE,EXCLUDE
8508c389-9aea-408d-a1ad-1f544d80b676,EXCLUDE,EXCLUDE,EXCLUDE
850b36fe-0b49-41c4-b41e-e849474df412,EXCLUDE,EXCLUDE,EXCLUDE
851b901c-d794-4377-8f29-06a598fcb4a7,INCLUDE,INCLUDE,INCLUDE
8520790e-2b62-46d6-a65a-73d837fa4ccf,INCLUDE,EXCLUDE,EXCLUDE
85237c1d-5612-4d96-81d2-b594eb484642,EXCLUDE,EXCLUDE,EXCLUDE
85305bc2-4e4b-4cbf-bc06-935168e8628f,EXCLUDE,EXCLUDE,EXCLUDE
85380464-7c60-45f8-a59b-e3e83bfb650a,EXCLUDE,EXCLUDE,EXCLUDE
8538331c-9f26-4c01-b100-93b7af20e213,INCLUDE,EXCLUDE,EXCLUDE
853f2719-ca13-4e55-9716-1f730d1c73c9,EXCLUDE,EXCLUDE,EXCLUDE
85547923-30bb-47c4-967e-8d4a816e0a28,INCLUDE,INCLUDE,INCLUDE
8556c0e6-69fe-489f-b06b-7d2110b91c37,INCLUDE,INCLUDE,INCLUDE
856ffa3f-1e3f-4427-9b5a-4106399c31ca,INCLUDE,INCLUDE,INCLUDE
